sample_alias	experiment_name	subject_id	timepoint
PNPM__6459	ERR1137556	PNP_6459	0
PNPM__6467	ERR1137557	PNP_6467	0
PNPM__6467	ERR1137597	PNP_6467	0
PNPM__6466	ERR1137558	PNP_6466	0
PNPM__6468	ERR1137559	PNP_6468	0
PNPM__6480	ERR1137560	PNP_6480	0
PNPM__6489	ERR1137561	PNP_6489	0
PNPM__6481	ERR1137562	PNP_6481	0
PNPM__6495	ERR1137563	PNP_6495	0
PNPM__6373	ERR1137529	PNP_6373	0
PNPM__6372	ERR1137530	PNP_6372	0
PNPM__6394	ERR1137531	PNP_6394	0
PNPM__6356	ERR1137532	PNP_6356	0
PNPM__6395	ERR1137533	PNP_6395	0
PNPM__6472	ERR1137566	PNP_6472	0
PNPM__6497	ERR1137598	PNP_6497	0
PNPM__6511	ERR1137567	PNP_6511	0
PNPM__6508	ERR1137568	PNP_6508	0
PNPM__6524	ERR1137599	PNP_6524	0
PNPM__6498	ERR1137569	PNP_6498	0
PNPM__6493	ERR1137600	PNP_6493	0
PNPM__6494	ERR1137601	PNP_6494	0
PNPM__6547	ERR1137626	PNP_6547	0
PNPM__6546	ERR1137670	PNP_6546	0
PNPM__6544	ERR1137656	PNP_6544	0
PNPM__6533	ERR1137671	PNP_6533	0
PNPM__6559	ERR1137627	PNP_6559	0
PNPM__6559	ERR1137672	PNP_6559	0
PNPM__6571	ERR1137657	PNP_6571	0
PNPM__6571	ERR1137673	PNP_6571	0
PNPM__6577	ERR1137628	PNP_6577	0
PNPM__6578	ERR1137629	PNP_6578	0
PNPM__6578	ERR1137674	PNP_6578	0
PNPM__6589	ERR1137630	PNP_6589	0
PNPM__6588	ERR1137658	PNP_6588	0
PNPM__6581	ERR1137659	PNP_6581	0
PNPM__6590	ERR1137631	PNP_6590	0
PNPM__6594	ERR1137675	PNP_6594	0
PNPM__6595	ERR1137632	PNP_6595	0
PNPM__6595	ERR1137676	PNP_6595	0
PNPM__6591	ERR1137633	PNP_6591	0
PNPM__6608	ERR1137634	PNP_6608	0
PNPM__6624	ERR1137635	PNP_6624	0
PNPM__6622	ERR1137677	PNP_6622	0
PNPM__6645	ERR1137636	PNP_6645	0
PNPM__6568	ERR1137660	PNP_6568	0
PNPM__6567	ERR1137661	PNP_6567	0
PNPM__6596	ERR1137662	PNP_6596	0
PNPM__6601	ERR1137678	PNP_6601	0
PNPM__6616	ERR1137679	PNP_6616	0
PNPM__6602	ERR1137680	PNP_6602	0
PNPM__6597	ERR1137681	PNP_6597	0
PNPM__6612	ERR1137682	PNP_6612	0
PNPM__6615	ERR1137683	PNP_6615	0
PNPM__6633	ERR1137663	PNP_6633	0
PNPM__6648	ERR1137664	PNP_6648	0
PNPM__6648	ERR1137684	PNP_6648	0
PNPM__6647	ERR1137665	PNP_6647	0
PNPM__6630	ERR1137686	PNP_6630	0
PNPM__6672	ERR1137687	PNP_6672	0
PNPM__6662	ERR1137688	PNP_6662	0
PNPM__6674	ERR1137689	PNP_6674	0
PNPM__6673	ERR1137690	PNP_6673	0
PNPM__6676	ERR1137691	PNP_6676	0
PNPM__6652	ERR1137692	PNP_6652	0
PNPM__6656	ERR1137693	PNP_6656	0
PNPM__6654	ERR1137694	PNP_6654	0
PNPM__6651	ERR1137695	PNP_6651	0
PNPM__6658	ERR1137696	PNP_6658	0
PNPM__6666	ERR1137697	PNP_6666	0
PNPM__6655	ERR1137698	PNP_6655	0
PNPM__5458	ERR1137719	PNP_5458	0
PNPM__5447	ERR1137720	PNP_5447	0
PNPM__5468	ERR1137721	PNP_5468	0
PNPM__5483	ERR1137722	PNP_5483	0
PNPM__5473	ERR1137723	PNP_5473	0
PNPM__5580	ERR1137724	PNP_5580	0
PNPM__6248	ERR1137725	PNP_6248	0
PNPM__6379	ERR1137726	PNP_6379	0
PNPM__6390	ERR1137727	PNP_6390	0
PNPD19.1	ERR1137966	PNPD19	0
PNPD1.1	ERR1137728	PNPD1	0
PNPD1.2	ERR1137729	PNPD1	0
PNPD1.3	ERR1137730	PNPD1	2
PNPD1.4	ERR1137732	PNPD1	2
PNPD1.5	ERR1137734	PNPD1	4
PNPD1.6	ERR1137735	PNPD1	5
PNPD1.7	ERR1137738	PNPD1	7
PNPD1.8	ERR1137739	PNPD1	8
PNPD15.1	ERR1137882	PNPD15	0
PNPD15.2	ERR1137895	PNPD15	5
PNPD1.9	ERR1137742	PNPD1	8
PNPD1.10	ERR1137744	PNPD1	11
PNPD1.11	ERR1137746	PNPD1	12
PNPD1.12	ERR1137748	PNPD1	13
PNPD1.13	ERR1137750	PNPD1	15
PNPD3.6	ERR1137741	PNPD3	6
PNPD3.7	ERR1137743	PNPD3	8
PNPD3.8	ERR1137745	PNPD3	9
PNPD3.9	ERR1137747	PNPD3	11
PNPD3.10	ERR1137749	PNPD3	12
PNPD8.10	ERR1137881	PNPD8	13
PNPD8.11	ERR1137884	PNPD8	14
PNPD8.12	ERR1137887	PNPD8	17
PNPD8.13	ERR1137888	PNPD8	16
PNPD8.14	ERR1137890	PNPD8	17
PNPD8.15	ERR1137892	PNPD8	19
PNPD8.16	ERR1137894	PNPD8	20
PNPD19.7	ERR1137980	PNPD19	16
PNPD19.8	ERR1137983	PNPD19	17
PNPD19.9	ERR1137991	PNPD19	20
PNPD19.10	ERR1137992	PNPD19	21
PNPD19.11	ERR1137995	PNPD19	21
PNPD7.3	ERR1137798	PNPD7	6
PNPD7.4	ERR1137799	PNPD7	7
PNPD7.5	ERR1137800	PNPD7	8
PNPD7.6	ERR1137801	PNPD7	9
PNPD7.7	ERR1137802	PNPD7	10
PNPD7.8	ERR1137803	PNPD7	11
PNPD7.9	ERR1137804	PNPD7	12
PNPD1.14	ERR1137751	PNPD1	16
PNPD1.15	ERR1137754	PNPD1	17
PNPD1.16	ERR1137756	PNPD1	17
PNPD1.17	ERR1137759	PNPD1	20
PNPD9.1	ERR1137924	PNPD9	0
PNPD9.2	ERR1137925	PNPD9	5
PNPD16.10	ERR1137883	PNPD16	14
PNPD16.11	ERR1137885	PNPD16	15
PNPD16.12	ERR1137886	PNPD16	16
PNPD16.13	ERR1137889	PNPD16	17
PNPD16.14	ERR1137891	PNPD16	18
PNPD16.15	ERR1137893	PNPD16	19
PNPD15.3	ERR1137896	PNPD15	7
PNPD15.4	ERR1137897	PNPD15	7
PNPD15.5	ERR1137898	PNPD15	8
PNPD15.6	ERR1137899	PNPD15	8
PNPD15.7	ERR1137900	PNPD15	11
PNPD15.8	ERR1137901	PNPD15	12
PNPD15.9	ERR1137902	PNPD15	13
PNPD9.3	ERR1137968	PNPD9	8
PNPD9.4	ERR1137969	PNPD9	11
PNPD9.5	ERR1137970	PNPD9	12
PNPD9.6	ERR1137973	PNPD9	13
PNPD10.1	ERR1137766	PNPD10	0
PNPD10.2	ERR1137767	PNPD10	0
PNPD10.3	ERR1137768	PNPD10	4
PNPD10.4	ERR1137769	PNPD10	6
PNPD10.5	ERR1137770	PNPD10	6
PNPD17.1	ERR1137903	PNPD17	0
PNPD17.2	ERR1137904	PNPD17	0
PNPD17.3	ERR1137909	PNPD17	5
PNPD15.10	ERR1137905	PNPD15	15
PNPD15.11	ERR1137906	PNPD15	17
PNPD15.12	ERR1137907	PNPD15	18
PNPD15.13	ERR1137908	PNPD15	19
PNPD15.14	ERR1137910	PNPD15	19
PNPD9.7	ERR1137927	PNPD9	14
PNPD9.8	ERR1137931	PNPD9	17
PNPD9.9	ERR1137934	PNPD9	17
PNPD9.10	ERR1137936	PNPD9	18
PNPD19.2	ERR1137974	PNPD19	8
PNPD19.3	ERR1137975	PNPD19	11
PNPD19.4	ERR1137976	PNPD19	13
PNPD19.5	ERR1137977	PNPD19	14
PNPD19.6	ERR1137978	PNPD19	14
PNPD10.12	ERR1137777	PNPD10	14
PNPD10.13	ERR1137778	PNPD10	18
PNPD10.6	ERR1137771	PNPD10	8
PNPD10.7	ERR1137772	PNPD10	8
PNPD10.8	ERR1137773	PNPD10	10
PNPD10.9	ERR1137774	PNPD10	11
PNPD10.10	ERR1137775	PNPD10	12
PNPD10.11	ERR1137776	PNPD10	13
PNPD5.9	ERR1137979	PNPD5	13
PNPD5.10	ERR1137982	PNPD5	14
PNPD5.11	ERR1137986	PNPD5	15
PNPD5.12	ERR1137987	PNPD5	16
PNPD5.13	ERR1137989	PNPD5	17
PNPD5.14	ERR1137994	PNPD5	18
PNPD13.1	ERR1137943	PNPD13	0
PNPD13.2	ERR1137944	PNPD13	6
PNPD17.4	ERR1137911	PNPD17	7
PNPD17.5	ERR1137912	PNPD17	8
PNPD17.6	ERR1137913	PNPD17	9
PNPD17.7	ERR1137914	PNPD17	11
PNPD17.8	ERR1137915	PNPD17	12
PNPD17.9	ERR1137916	PNPD17	13
PNPD6.9	ERR1137981	PNPD6	9
PNPD6.10	ERR1137984	PNPD6	10
PNPD6.11	ERR1137985	PNPD6	10
PNPD6.12	ERR1137988	PNPD6	12
PNPD6.13	ERR1137990	PNPD6	12
PNPD6.14	ERR1137993	PNPD6	14
PNPD17.10	ERR1137917	PNPD17	14
PNPD17.11	ERR1137918	PNPD17	15
PNPD17.12	ERR1137919	PNPD17	16
PNPD17.13	ERR1137920	PNPD17	17
PNPD17.14	ERR1137921	PNPD17	18
PNPD17.15	ERR1137922	PNPD17	19
PNPD17.16	ERR1137923	PNPD17	20
PNPD4.8	ERR1137833	PNPD4	49
PNPD4.9	ERR1137834	PNPD4	50
PNPD4.10	ERR1137835	PNPD4	52
PNPD4.11	ERR1137836	PNPD4	53
PNPD4.12	ERR1137837	PNPD4	53
PNPD4.13	ERR1137838	PNPD4	55
PNPD13.3	ERR1137945	PNPD13	7
PNPD13.4	ERR1137946	PNPD13	8
PNPD13.5	ERR1137947	PNPD13	9
PNPD13.6	ERR1137948	PNPD13	10
PNPD13.7	ERR1137949	PNPD13	11
PNPD7.10	ERR1137795	PNPD7	27
PNPD7.11	ERR1137805	PNPD7	20
PNPD7.12	ERR1137806	PNPD7	21
PNPD7.13	ERR1137807	PNPD7	23
PNPD7.14	ERR1137808	PNPD7	23
PNPD7.15	ERR1137809	PNPD7	24
PNPD7.16	ERR1137810	PNPD7	25
PNPD18.1	ERR1137950	PNPD18	0
PNPD5.3	ERR1137926	PNPD5	6
PNPD5.4	ERR1137930	PNPD5	8
PNPD5.5	ERR1137933	PNPD5	9
PNPD5.6	ERR1137937	PNPD5	10
PNPD5.7	ERR1137939	PNPD5	11
PNPD5.8	ERR1137941	PNPD5	12
PNPD2.1	ERR1137779	PNPD2	0
PNPD2.2	ERR1137780	PNPD2	0
PNPD2.3	ERR1137781	PNPD2	4
PNPD4.1	ERR1137826	PNPD4	0
PNPD4.2	ERR1137827	PNPD4	0
PNPD18.2	ERR1137951	PNPD18	8
PNPD18.3	ERR1137952	PNPD18	10
PNPD18.4	ERR1137953	PNPD18	11
PNPD18.5	ERR1137954	PNPD18	13
PNPD2.11	ERR1137789	PNPD2	48
PNPD2.12	ERR1137790	PNPD2	49
PNPD2.13	ERR1137791	PNPD2	50
PNPD2.14	ERR1137792	PNPD2	51
PNPD2.15	ERR1137793	PNPD2	52
PNPD2.16	ERR1137794	PNPD2	53
PNPD3.11	ERR1137752	PNPD3	13
PNPD3.12	ERR1137753	PNPD3	14
PNPD3.13	ERR1137755	PNPD3	15
PNPD3.14	ERR1137757	PNPD3	16
PNPD3.15	ERR1137758	PNPD3	17
PNPD3.16	ERR1137760	PNPD3	18
PNPD3.17	ERR1137761	PNPD3	18
PNPD3.18	ERR1137762	PNPD3	20
PNPD3.19	ERR1137763	PNPD3	21
PNPD3.20	ERR1137764	PNPD3	22
PNPD3.21	ERR1137765	PNPD3	23
PNPD12.1	ERR1137811	PNPD12	0
PNPD12.2	ERR1137812	PNPD12	5
PNPD11.1	ERR1137847	PNPD11	0
PNPD2.4	ERR1137782	PNPD2	6
PNPD2.5	ERR1137783	PNPD2	7
PNPD2.6	ERR1137784	PNPD2	8
PNPD2.7	ERR1137785	PNPD2	9
PNPD2.8	ERR1137786	PNPD2	10
PNPD2.9	ERR1137787	PNPD2	12
PNPD2.10	ERR1137788	PNPD2	18
PNPD4.3	ERR1137828	PNPD4	9
PNPD4.4	ERR1137829	PNPD4	10
PNPD4.5	ERR1137830	PNPD4	11
PNPD4.6	ERR1137831	PNPD4	12
PNPD4.7	ERR1137832	PNPD4	13
PNPD5.1	ERR1137967	PNPD5	0
PNPD5.2	ERR1137971	PNPD5	4
PNPD8.1	ERR1137859	PNPD8	0
PNPD8.2	ERR1137866	PNPD8	5
PNPD14.1	ERR1137851	PNPD14	0
PNPD14.2	ERR1137852	PNPD14	1
PNPD14.3	ERR1137853	PNPD14	1
PNPD14.4	ERR1137854	PNPD14	2
PNPD14.5	ERR1137855	PNPD14	4
PNPD14.6	ERR1137856	PNPD14	4
PNPD12.3	ERR1137813	PNPD12	7
PNPD12.4	ERR1137814	PNPD12	9
PNPD12.5	ERR1137815	PNPD12	10
PNPD12.6	ERR1137816	PNPD12	11
PNPD12.7	ERR1137817	PNPD12	11
PNPD12.8	ERR1137818	PNPD12	12
PNPD16.1	ERR1137858	PNPD16	0
PNPD16.2	ERR1137865	PNPD16	5
PNPD11.2	ERR1137839	PNPD11	10
PNPD11.3	ERR1137840	PNPD11	11
PNPD11.4	ERR1137841	PNPD11	12
PNPD11.5	ERR1137848	PNPD11	6
PNPD11.6	ERR1137849	PNPD11	8
PNPD11.7	ERR1137850	PNPD11	8
PNPD6.2	ERR1137928	PNPD6	1
PNPD6.3	ERR1137929	PNPD6	3
PNPD6.4	ERR1137932	PNPD6	4
PNPD6.5	ERR1137935	PNPD6	4
PNPD6.6	ERR1137938	PNPD6	6
PNPD6.7	ERR1137940	PNPD6	6
PNPD6.8	ERR1137942	PNPD6	7
PNPD14.7	ERR1137857	PNPD14	5
PNPD14.8	ERR1137860	PNPD14	7
PNPD14.9	ERR1137861	PNPD14	8
PNPD14.10	ERR1137862	PNPD14	9
PNPD14.11	ERR1137863	PNPD14	8
PNPD14.12	ERR1137864	PNPD14	11
PNPD7.1	ERR1137796	PNPD7	0
PNPD7.2	ERR1137797	PNPD7	5
PNPD3.1	ERR1137731	PNPD3	0
PNPD3.2	ERR1137733	PNPD3	1
PNPD3.3	ERR1137736	PNPD3	3
PNPD3.4	ERR1137737	PNPD3	4
PNPD3.5	ERR1137740	PNPD3	5
PNPD12.9	ERR1137819	PNPD12	14
PNPD12.10	ERR1137820	PNPD12	15
PNPD12.11	ERR1137821	PNPD12	16
PNPD12.12	ERR1137822	PNPD12	17
PNPD12.13	ERR1137823	PNPD12	18
PNPD12.14	ERR1137824	PNPD12	19
PNPD12.15	ERR1137825	PNPD12	20
PNPD16.3	ERR1137867	PNPD16	7
PNPD16.4	ERR1137870	PNPD16	8
PNPD16.5	ERR1137872	PNPD16	9
PNPD16.6	ERR1137873	PNPD16	10
PNPD16.7	ERR1137876	PNPD16	11
PNPD16.8	ERR1137878	PNPD16	12
PNPD16.9	ERR1137880	PNPD16	13
PNPD18.6	ERR1137955	PNPD18	13
PNPD18.7	ERR1137956	PNPD18	14
PNPD18.8	ERR1137957	PNPD18	15
PNPD18.9	ERR1137958	PNPD18	16
PNPD18.10	ERR1137959	PNPD18	18
PNPD18.11	ERR1137960	PNPD18	19
PNPD6.1	ERR1137972	PNPD6	0
PNPD11.8	ERR1137842	PNPD11	13
PNPD11.9	ERR1137843	PNPD11	16
PNPD11.10	ERR1137844	PNPD11	16
PNPD11.11	ERR1137845	PNPD11	17
PNPD11.12	ERR1137846	PNPD11	19
PNPD13.8	ERR1137961	PNPD13	77
PNPD13.9	ERR1137962	PNPD13	78
PNPD13.10	ERR1137963	PNPD13	79
PNPD13.11	ERR1137964	PNPD13	80
PNPD13.12	ERR1137965	PNPD13	81
PNPD8.3	ERR1137868	PNPD8	7
PNPD8.4	ERR1137869	PNPD8	8
PNPD8.5	ERR1137871	PNPD8	9
PNPD8.6	ERR1137874	PNPD8	10
PNPD8.7	ERR1137875	PNPD8	10
PNPD8.8	ERR1137877	PNPD8	11
PNPD8.9	ERR1137879	PNPD8	12
PNP_16S_E1	ERR1146158	PNP_16S_E1	0
PNP_16S_E4	ERR1146159	PNP_16S_E4	0
PNP_16S_E5	ERR1146160	PNP_16S_E5	0
PNP_16S_E6	ERR1146161	PNP_16S_E6	0
PNP_16S_E7	ERR1146162	PNP_16S_E7	0
PNP_16S_E8	ERR1146163	PNP_16S_E8	0
PNP_16S_E9	ERR1146164	PNP_16S_E9	0
PNP_16S_E10	ERR1146165	PNP_16S_E10	0
PNP_16S_E11	ERR1146166	PNP_16S_E11	0
PNP_16S_E12	ERR1146167	PNP_16S_E12	0
PNP_16S_E13	ERR1146168	PNP_16S_E13	0
PNP_16S_E15	ERR1146169	PNP_16S_E15	0
PNP_16S_Enew	ERR1146170	PNP_16S_Enew	0
