sampleID	genus	relAb	Income status
ERR4335034	g__Bacteroides	0.059480872701472204	HIS
ERR4335035	g__Bacteroides	0.07159601484664971	HIS
ERR4335036	g__Bacteroides	0.24754588134869823	HIS
ERR4335037	g__Bacteroides	0.10249013951845524	HIS
ERR4335038	g__Bacteroides	0.15939278937381404	HIS
ERR4335039	g__Bacteroides	0.10777729636048525	HIS
ERR4335040	g__Bacteroides	0.04174260175301569	HIS
ERR4335041	g__Bacteroides	0.10293458781362005	HIS
ERR4335042	g__Bacteroides	0.20389489953632145	HIS
ERR4335043	g__Bacteroides	0.029512489927477813	HIS
ERR4335044	g__Bacteroides	0.1409707676896457	HIS
ERR4335045	g__Bacteroides	0.1437977564623638	HIS
ERR4335046	g__Bacteroides	0.04569555576978693	HIS
ERR4335047	g__Bacteroides	0.03227304388205245	HIS
ERR4335048	g__Bacteroides	0.10284342688330869	HIS
ERR4335049	g__Bacteroides	0.09358649789029533	HIS
ERR4335050	g__Bacteroides	0.13380504805153656	HIS
ERR4335051	g__Bacteroides	0.08946135831381732	HIS
ERR4335052	g__Bacteroides	0.06863695090439274	HIS
ERR4335053	g__Bacteroides	0.13032610591175953	HIS
ERR4335054	g__Bacteroides	0.3185094933495786	HIS
ERR4335055	g__Bacteroides	0.09508171681686266	HIS
ERR4335056	g__Bacteroides	0.053146313215802314	HIS
ERR4335057	g__Bacteroides	0.07898200965335672	HIS
ERR4335058	g__Bacteroides	0.1260571530312472	HIS
ERR4335059	g__Bacteroides	0.03593287265547876	HIS
ERR4335060	g__Bacteroides	0.14550742077817888	HIS
ERR4335061	g__Bacteroides	0.09051049170059502	HIS
ERR4335062	g__Bacteroides	0.1519728729963008	HIS
ERR4335063	g__Bacteroides	0.09077075249182072	HIS
ERR4335064	g__Bacteroides	0.09006137865911235	HIS
ERR4335065	g__Bacteroides	0.010285714285714264	HIS
ERR4335066	g__Bacteroides	0	HIS
ERR4335067	g__Bacteroides	0.0664470071389346	HIS
ERR4335068	g__Bacteroides	0.12559307842590006	HIS
ERR4335069	g__Bacteroides	0.09336414658303063	HIS
ERR4335070	g__Bacteroides	0.10049731964089641	HIS
ERR4335071	g__Bacteroides	0.12490792381353255	HIS
ERR4335072	g__Bacteroides	0.11617672944904064	HIS
ERR4335073	g__Bacteroides	0.0870434018064103	HIS
ERR4335074	g__Bacteroides	0.1005272810637322	HIS
ERR4335075	g__Bacteroides	0.1296542553191489	HIS
ERR4335076	g__Bacteroides	0.09959385484725408	HIS
ERR4335077	g__Bacteroides	0.13411341134113408	HIS
ERR4335078	g__Bacteroides	0.003661513425549218	HIS
ERR4335079	g__Bacteroides	0.04848201774871553	HIS
ERR4335080	g__Bacteroides	0.05954759296255717	HIS
ERR4335081	g__Bacteroides	0.07280282568044877	HIS
ERR4335082	g__Bacteroides	0.23659102630221762	HIS
ERR4335083	g__Bacteroides	0.15700171821305836	HIS
ERR4335084	g__Bacteroides	0.17677151745592806	HIS
ERR4335085	g__Bacteroides	0.09784714747039824	HIS
ERR4335086	g__Bacteroides	0.1979445933869526	HIS
ERR4335087	g__Bacteroides	0.06395583681163321	HIS
ERR4335088	g__Bacteroides	0.2683469986840773	HIS
ERR4335089	g__Bacteroides	0.17767382858955044	HIS
ERR4335090	g__Bacteroides	0.14476317545030015	HIS
ERR4335091	g__Bacteroides	0.02288707131582721	HIS
ERR4335092	g__Bacteroides	0.13267027795044845	HIS
ERR4335093	g__Bacteroides	0.04506476920270019	HIS
ERR4335094	g__Bacteroides	0.06693141391577724	HIS
ERR4335095	g__Bacteroides	0.1276581693303394	HIS
ERR4335096	g__Bacteroides	0.1313735428281804	HIS
ERR4335097	g__Bacteroides	0.029097735539129397	HIS
ERR4335098	g__Bacteroides	0.06696898002103045	HIS
ERR4335099	g__Bacteroides	0.1147381242387332	HIS
ERR4335100	g__Bacteroides	0.11711476550944047	HIS
ERR4335101	g__Bacteroides	0.07983339118361678	HIS
ERR4335102	g__Bacteroides	0.13092610576498628	HIS
ERR4335103	g__Bacteroides	0.10454401016841433	HIS
ERR4335104	g__Bacteroides	0.12812142973722862	HIS
ERR4335105	g__Bacteroides	0.11882904936760504	HIS
ERR4335106	g__Bacteroides	0.37567104511707594	HIS
ERR4335107	g__Bacteroides	0.42986236618935075	HIS
ERR4335108	g__Bacteroides	0.12769538234984745	HIS
ERR4335109	g__Bacteroides	0.26735042735042736	HIS
ERR4335110	g__Bacteroides	0.03784247800271833	HIS
ERR4335111	g__Bacteroides	0.124048145418816	HIS
ERR4335112	g__Bacteroides	0.06189555125725333	HIS
ERR4335113	g__Bacteroides	0.03817246835443035	HIS
ERR4335114	g__Bacteroides	0.07980351676514555	HIS
ERR4335115	g__Bacteroides	0.1345955958016052	HIS
ERR4335116	g__Bacteroides	0.07184705519580632	HIS
ERR4335117	g__Bacteroides	0.11208088489457306	HIS
ERR4335118	g__Bacteroides	0.1243800833168022	HIS
ERR4335119	g__Bacteroides	0.14621710526315784	HIS
ERR4335120	g__Bacteroides	0.14798992222587357	HIS
ERR4335121	g__Bacteroides	0.04350010046212571	HIS
ERR4335122	g__Bacteroides	0.09257714762301915	HIS
ERR4335123	g__Bacteroides	0.006240382971448099	HIS
ERR4335124	g__Bacteroides	0.07192683304913965	HIS
ERR4335125	g__Bacteroides	0.12651389735993723	HIS
ERR4335126	g__Bacteroides	0.10485436893203881	HIS
ERR4335127	g__Bacteroides	0.15634052892253059	HIS
ERR4335128	g__Bacteroides	0.2945307512236646	HIS
ERR4335129	g__Bacteroides	0.05550767109119114	HIS
ERR4335130	g__Bacteroides	0.26360189573459714	HIS
ERR4335131	g__Bacteroides	0.05912732569688138	HIS
ERR4335132	g__Bacteroides	0.039959636730575135	HIS
ERR4335133	g__Bacteroides	0.3436696005416385	HIS
ERR4335134	g__Bacteroides	0.1734346724574737	HIS
ERR4335135	g__Bacteroides	0.0757591733445803	HIS
ERR4335136	g__Bacteroides	0.1177386215055102	HIS
ERR4335137	g__Bacteroides	0.21705678370177717	HIS
ERR4335138	g__Bacteroides	0.1274183541090868	HIS
ERR4335139	g__Bacteroides	0.12912764908822078	HIS
ERR4335140	g__Bacteroides	0.11122970191354727	HIS
ERR4335141	g__Bacteroides	0.14207392003024857	HIS
ERR4335142	g__Bacteroides	0.18687200676119822	HIS
ERR4335143	g__Bacteroides	0.06816247582205026	HIS
ERR4335144	g__Bacteroides	0.11643631301580985	HIS
ERR4335145	g__Bacteroides	0.1195455459481198	HIS
ERR4335146	g__Bacteroides	0.0617011494252873	HIS
ERR4335147	g__Bacteroides	0.029022988505747097	HIS
ERR4335148	g__Bacteroides	0.029086863228164953	HIS
ERR4335149	g__Bacteroides	0.05035577449370549	HIS
ERR4335150	g__Bacteroides	0.12414917753828696	HIS
ERR4335151	g__Bacteroides	0.2502151833362024	HIS
ERR4335152	g__Bacteroides	0.12530075883768274	HIS
ERR4335153	g__Bacteroides	0.06116269681065803	HIS
ERR4335154	g__Bacteroides	0.07746031746031744	HIS
ERR4335155	g__Bacteroides	0.17243228747653525	HIS
ERR4335156	g__Bacteroides	0.21669356284740898	HIS
ERR4335157	g__Bacteroides	0.20567616943535708	HIS
ERR4335158	g__Bacteroides	0.057112146184163326	HIS
ERR4335159	g__Bacteroides	0.033333333333333284	HIS
ERR4335160	g__Bacteroides	0.07774447358561255	HIS
ERR4335161	g__Bacteroides	0.048120107789041425	HIS
ERR4335162	g__Bacteroides	0.04630629486120813	HIS
ERR4335163	g__Bacteroides	0.07971445568114215	HIS
ERR4335164	g__Bacteroides	0.1614888628370457	HIS
ERR4335165	g__Bacteroides	0.3686269031987708	HIS
ERR4335166	g__Bacteroides	0.2283307470627355	HIS
ERR4335167	g__Bacteroides	0.06892285298398836	HIS
ERR4335169	g__Bacteroides	0.07539540968010461	HIS
ERR4335170	g__Bacteroides	0.28933171859517776	HIS
ERR4335171	g__Bacteroides	0.1899546586627498	HIS
ERR4335172	g__Bacteroides	0.18968285828984344	HIS
ERR4335173	g__Bacteroides	0.06953113659457104	HIS
ERR4335174	g__Bacteroides	0.08909730363423209	HIS
ERR4335175	g__Bacteroides	0.06596548555090367	HIS
ERR4335176	g__Bacteroides	0.09929281345565742	HIS
ERR4335177	g__Bacteroides	0.04103710326329902	HIS
ERR4335178	g__Bacteroides	0.13291556728232184	HIS
ERR4335179	g__Bacteroides	0.05056088440903917	HIS
ERR4335180	g__Bacteroides	0.07488951386098833	HIS
ERR4335181	g__Bacteroides	0.1285351874471483	HIS
ERR4335182	g__Bacteroides	0.11251447216082515	HIS
ERR4335183	g__Bacteroides	0.1771252346473585	HIS
ERR4335184	g__Bacteroides	0.15255277368679426	HIS
ERR4335185	g__Bacteroides	0.0056358152087632955	HIS
ERR4335186	g__Bacteroides	0.17686364585508452	HIS
ERR4335187	g__Bacteroides	0.05636864222576435	HIS
ERR4335188	g__Bacteroides	0.12653061224489792	HIS
ERR4335189	g__Bacteroides	0.1161684782608695	HIS
ERR4335190	g__Bacteroides	0.03323952232448463	HIS
ERR4335191	g__Bacteroides	0.2068998199222822	HIS
ERR4335192	g__Bacteroides	0.06241806263656224	HIS
ERR4335193	g__Bacteroides	0.08589629426673057	HIS
ERR4335194	g__Bacteroides	0.021499563355096257	HIS
ERR4335195	g__Bacteroides	0.1557190635451505	HIS
ERR4335196	g__Bacteroides	0.06568273997296077	HIS
ERR4335197	g__Bacteroides	0.07587513533020565	HIS
ERR4335198	g__Bacteroides	0.08553247239378624	HIS
ERR4335199	g__Bacteroides	0.13730150156638216	HIS
ERR4335200	g__Bacteroides	0.23775192528264782	HIS
ERR4335201	g__Bacteroides	0.21990761706367173	HIS
ERR4335202	g__Bacteroides	0.1628559286017849	HIS
ERR4335203	g__Bacteroides	0.07484168105929762	HIS
ERR4335204	g__Bacteroides	0.08832874391018847	HIS
ERR4335205	g__Bacteroides	0.08052739183043348	HIS
ERR4335206	g__Bacteroides	0.047346315387552476	HIS
ERR4335207	g__Bacteroides	0.1508081517919887	HIS
ERR4335208	g__Bacteroides	0.09834168916313146	HIS
ERR4335209	g__Bacteroides	0.26480263157894735	HIS
ERR4335210	g__Bacteroides	0.03969013006885997	HIS
ERR4335211	g__Bacteroides	0.051395007342143875	HIS
ERR4335212	g__Bacteroides	0.248509150730002	HIS
ERR4335213	g__Bacteroides	0.12713237396359472	HIS
ERR4335214	g__Bacteroides	0.06025147176393627	HIS
ERR4335215	g__Bacteroides	0.2194790046656298	HIS
ERR4335216	g__Bacteroides	0.05729426433915209	HIS
ERR4335217	g__Bacteroides	0.18614718614718614	HIS
ERR4335218	g__Bacteroides	0.041083916083916046	HIS
ERR4335219	g__Bacteroides	0.1237733241188666	HIS
ERR4335220	g__Bacteroides	0.13475177304964536	HIS
ERR4335221	g__Bacteroides	0.050492610837438376	HIS
ERR4335222	g__Bacteroides	0.07253886010362692	HIS
ERR4335223	g__Bacteroides	0.10463178940353213	HIS
ERR4335224	g__Bacteroides	0.12248692620569429	HIS
ERR4335225	g__Bacteroides	0.04443621551564522	HIS
ERR4335226	g__Bacteroides	0.25969213226909915	HIS
ERR4335227	g__Bacteroides	0.3534761696545693	HIS
ERR4335228	g__Bacteroides	0.1404153491154602	HIS
ERR4335229	g__Bacteroides	0.049609097370291344	HIS
ERR4335230	g__Bacteroides	0.12358954941310107	HIS
ERR4335231	g__Bacteroides	0.2822699515687513	HIS
ERR4335232	g__Bacteroides	0.15573974305843347	HIS
ERR4335233	g__Bacteroides	0.02916147779161476	HIS
ERR4335234	g__Bacteroides	0.08979052267642869	HIS
ERR4335235	g__Bacteroides	0.09019579086309301	HIS
ERR4335236	g__Bacteroides	0.16640948590920163	HIS
ERR4335237	g__Bacteroides	0.2265054992921703	HIS
ERR4335238	g__Bacteroides	0.025688381464069814	HIS
ERR4335239	g__Bacteroides	0.0025680534155110356	HIS
ERR4335240	g__Bacteroides	0.08096653456627033	HIS
ERR4335241	g__Bacteroides	0.10966981132075468	HIS
ERR4335242	g__Bacteroides	0.006327573618885373	HIS
ERR4335243	g__Bacteroides	0.10249200038785994	HIS
ERR4335244	g__Bacteroides	0.0530188489063602	HIS
ERR4335245	g__Bacteroides	0.03682008368200834	HIS
ERR4335246	g__Bacteroides	0.15167903408376304	HIS
ERR4335247	g__Bacteroides	0.024237881059470223	HIS
ERR4335248	g__Bacteroides	0.04954538449684079	HIS
ERR4335249	g__Bacteroides	0.1718161266013564	HIS
ERR4335250	g__Bacteroides	0.23404450983998526	HIS
ERR4335251	g__Bacteroides	0.3257013866494679	HIS
ERR4335252	g__Bacteroides	0.05422288855572209	HIS
ERR4335253	g__Bacteroides	0.09705280028492559	HIS
ERR4335254	g__Bacteroides	0.09545141281874565	HIS
ERR4335255	g__Bacteroides	0.15565432942986576	HIS
ERR4335256	g__Bacteroides	0.3618362897047557	HIS
ERR4335257	g__Bacteroides	0.26647677045476864	HIS
ERR4335258	g__Bacteroides	0.21705980462234925	HIS
ERR4335259	g__Bacteroides	0.21028210838901257	HIS
ERR4335260	g__Bacteroides	0.20435222672064773	HIS
ERR4335261	g__Bacteroides	0.17618270799347469	HIS
ERR4335262	g__Bacteroides	0.06605161117796494	HIS
ERR4335263	g__Bacteroides	0.41065909280761836	HIS
ERR4335264	g__Bacteroides	0.12497574228604694	HIS
ERR4335265	g__Bacteroides	0.2068489367578017	HIS
ERR4335266	g__Bacteroides	0.20966484801247076	HIS
ERR4335267	g__Bacteroides	0.24530663329161448	HIS
ERR4335268	g__Bacteroides	0.0591688730286635	HIS
ERR4335269	g__Bacteroides	0.0794059524522426	HIS
ERR4335270	g__Bacteroides	0.31052912880812394	HIS
ERR4335271	g__Bacteroides	0.03657344025034224	HIS
ERR4335272	g__Bacteroides	0.5118515973892133	HIS
ERR4335273	g__Bacteroides	0.09986617597858811	HIS
ERR4335274	g__Bacteroides	0.13849431818181812	HIS
ERR4335275	g__Bacteroides	0.02836930112905526	HIS
ERR4335276	g__Bacteroides	0.07130031423013614	HIS
ERR4335277	g__Bacteroides	0.06090123665932575	HIS
ERR4335278	g__Bacteroides	0.16612334508682056	HIS
ERR4335279	g__Bacteroides	0.053138159213956274	HIS
ERR4335280	g__Bacteroides	0.26193771626297574	HIS
ERR4335281	g__Bacteroides	0.3964315166054427	HIS
ERR4335282	g__Bacteroides	0.02626597944148391	HIS
ERR4335283	g__Bacteroides	0.14804287802501212	HIS
ERR4335284	g__Bacteroides	0.030085522296884517	HIS
ERR4335285	g__Bacteroides	0.07962657880285556	HIS
ERR4335286	g__Bacteroides	0.18508634222919934	HIS
ERR4335287	g__Bacteroides	0.15695364238410592	HIS
ERR4335288	g__Bacteroides	0.18401701610452748	HIS
ERR4335289	g__Bacteroides	0.170350653859507	HIS
ERR4335290	g__Bacteroides	0.08565706362655982	HIS
ERR4335291	g__Bacteroides	0.10647915620291305	HIS
ERR4335292	g__Bacteroides	0.19579728059332505	HIS
ERR4335293	g__Bacteroides	0.1478244164825665	HIS
ERR4335294	g__Bacteroides	0.0659760087241003	HIS
ERR4335295	g__Bacteroides	0.1163921836334158	HIS
ERR4335296	g__Bacteroides	0.2277286721620816	HIS
ERR4335297	g__Bacteroides	0.20263893743446346	HIS
ERR4335298	g__Bacteroides	0.2845793050636546	HIS
ERR4335299	g__Bacteroides	0.06812283737024219	HIS
ERR4335300	g__Bacteroides	0.02751241880015283	HIS
ERR4335301	g__Bacteroides	0.1369938553647392	HIS
ERR4335302	g__Bacteroides	0.18743904817632143	HIS
ERR4335303	g__Bacteroides	0.2168570546464958	HIS
ERR4335304	g__Bacteroides	0.14915890549418812	HIS
ERR4335305	g__Bacteroides	0.04361030126336247	HIS
ERR4335306	g__Bacteroides	0.07368941641938674	HIS
ERR4335307	g__Bacteroides	0.08337432365961629	HIS
ERR4335308	g__Bacteroides	0.13485485996004926	HIS
ERR4335309	g__Bacteroides	0.1390465891682436	HIS
ERR4335310	g__Bacteroides	0.03263369752731451	HIS
ERR4335311	g__Bacteroides	0.07737832346965812	HIS
ERR4335312	g__Bacteroides	0.05390572137433271	HIS
ERR4335313	g__Bacteroides	0.11439527081003353	HIS
ERR4335314	g__Bacteroides	0.3003378378378378	HIS
ERR4335315	g__Bacteroides	0.21365218367576064	HIS
ERR4335316	g__Bacteroides	0.16466914247130315	HIS
ERR4335317	g__Bacteroides	0.07385746079395472	HIS
ERR4335318	g__Bacteroides	0.1892031379025598	HIS
ERR4341661	g__Bacteroides	0.07505540032758451	HIS
ERR4341662	g__Bacteroides	0.15907492772872878	HIS
ERR4341663	g__Bacteroides	0.09890211274102773	HIS
ERR4341664	g__Bacteroides	0.14433859881828046	HIS
ERR4341665	g__Bacteroides	0.078019609206592	HIS
ERR4341666	g__Bacteroides	0.20594333102971665	HIS
ERR4341667	g__Bacteroides	0.16438356164383558	HIS
ERR4341668	g__Bacteroides	0.07762030323005929	HIS
ERR4341669	g__Bacteroides	0.16552348906431988	HIS
ERR4341670	g__Bacteroides	0.04399902224395009	HIS
ERR4341671	g__Bacteroides	0.17996826285820963	HIS
ERR4341672	g__Bacteroides	0.09926176287467754	HIS
ERR4341673	g__Bacteroides	0.08990031972917055	HIS
ERR4341674	g__Bacteroides	0.2969353380987593	HIS
ERR4341675	g__Bacteroides	0.07306590257879653	HIS
ERR4341676	g__Bacteroides	0.09834881320949429	HIS
ERR4341677	g__Bacteroides	0.10498058030614574	HIS
ERR4341678	g__Bacteroides	0.14702389787739345	HIS
ERR4341679	g__Bacteroides	0.29347697407363554	HIS
ERR4341680	g__Bacteroides	0.04194361677744669	HIS
ERR4341681	g__Bacteroides	0.2490328820116054	HIS
ERR4341682	g__Bacteroides	0.07570382670390215	HIS
ERR4341683	g__Bacteroides	0.0824302134646962	HIS
ERR4341684	g__Bacteroides	0.20726115336893774	HIS
ERR4341685	g__Bacteroides	0.12087604846225532	HIS
ERR4341686	g__Bacteroides	0.21814254859611226	HIS
ERR4341687	g__Bacteroides	0.1707470841651781	HIS
ERR4341688	g__Bacteroides	0.08254716981132071	HIS
ERR4341689	g__Bacteroides	0.1617137028221693	HIS
ERR4341690	g__Bacteroides	0.27248627153948113	HIS
ERR4341691	g__Bacteroides	0.11413187395180509	HIS
ERR4341692	g__Bacteroides	0.05856123662306775	HIS
ERR4341693	g__Bacteroides	0.05866666666666664	HIS
ERR4341694	g__Bacteroides	0.03743211792086887	HIS
ERR4341695	g__Bacteroides	0.28480329637986856	HIS
ERR4341696	g__Bacteroides	0.05706221622284941	HIS
ERR4341697	g__Bacteroides	0.06345302508607964	HIS
ERR4341698	g__Bacteroides	0.21761658031088082	HIS
ERR4341699	g__Bacteroides	0.19895244429664113	HIS
ERR4341700	g__Bacteroides	0.1793385162735538	HIS
ERR4341701	g__Bacteroides	0.08990306946688204	HIS
ERR4341702	g__Bacteroides	0.06440171737913007	HIS
ERR4341703	g__Bacteroides	0.12020550130831571	HIS
ERR4341704	g__Bacteroides	0.17435394177298003	HIS
ERR4341705	g__Bacteroides	0.02011716591135181	HIS
ERR4341706	g__Bacteroides	0.16786671131949094	HIS
ERR4341707	g__Bacteroides	0.19538400318344606	HIS
ERR4341708	g__Bacteroides	0.0724738675958188	HIS
ERR4341709	g__Bacteroides	0.2120645103804686	HIS
ERR4341710	g__Bacteroides	0.11278682457438934	HIS
ERR4341711	g__Bacteroides	0.04187734221640591	HIS
ERR4341712	g__Bacteroides	0.056017445822543255	HIS
ERR4341713	g__Bacteroides	0.06383110835144362	HIS
ERR4341714	g__Bacteroides	0.15930314288583186	HIS
ERR4341715	g__Bacteroides	0.09923433407213378	HIS
ERR4341716	g__Bacteroides	0.17775718257645967	HIS
ERR4341717	g__Bacteroides	0.3568750544947249	HIS
ERR4341718	g__Bacteroides	0.057953873447664075	HIS
ERR4341719	g__Bacteroides	0.13961966696226225	HIS
ERR4341720	g__Bacteroides	0.1362605894284691	HIS
ERR4341721	g__Bacteroides	0.05343964712867926	HIS
ERR4341722	g__Bacteroides	0.08192748625221359	HIS
ERR4341723	g__Bacteroides	0.10921926910299001	HIS
ERR4341724	g__Bacteroides	0.16578259836909193	HIS
ERR4341725	g__Bacteroides	0.07626933972543033	HIS
ERR4341726	g__Bacteroides	0.1698513800424628	HIS
ERR4341727	g__Bacteroides	0.1729780271154745	HIS
ERR4341728	g__Bacteroides	0.18980915671711945	HIS
ERR4341729	g__Bacteroides	0.12409347300564058	HIS
ERR4341730	g__Bacteroides	0.03720848982443879	HIS
ERR4341731	g__Bacteroides	0.048327137546468356	HIS
ERR4341732	g__Bacteroides	0.15471730987019772	HIS
ERR4341733	g__Bacteroides	0.08565436241610734	HIS
ERR4341734	g__Bacteroides	0.06161640925063327	HIS
ERR4341735	g__Bacteroides	0.07486209613869182	HIS
ERR4341736	g__Bacteroides	0.2484744305973356	HIS
ERR4341737	g__Bacteroides	0.03948735711811565	HIS
ERR4341738	g__Bacteroides	0.009765624999999977	HIS
ERR4341739	g__Bacteroides	0.10700017370158066	HIS
ERR4341740	g__Bacteroides	0.2000733406674	HIS
ERR4341741	g__Bacteroides	0.12542723977213874	HIS
ERR4341742	g__Bacteroides	0.059097348714835046	HIS
ERR4341743	g__Bacteroides	0.20893697083725302	HIS
ERR4341744	g__Bacteroides	0.04076086956521737	HIS
ERR4341745	g__Bacteroides	0.09836065573770487	HIS
ERR4341746	g__Bacteroides	0.03525847029657513	HIS
ERR4341747	g__Bacteroides	0.0016482610845557882	HIS
ERR4341748	g__Bacteroides	0.1113079896907216	HIS
ERR4341749	g__Bacteroides	0.034349331342067704	HIS
ERR4341750	g__Bacteroides	0.20696658880877422	HIS
ERR4341751	g__Bacteroides	0.10253736531108791	HIS
ERR4341752	g__Bacteroides	0.16211087748089642	HIS
ERR4341753	g__Bacteroides	0.09359042084874093	HIS
ERR4341754	g__Bacteroides	0.2206958531262036	HIS
ERR4341755	g__Bacteroides	0.08949002217294898	HIS
ERR4341756	g__Bacteroides	0.10288935870331214	HIS
ERR4341757	g__Bacteroides	0.11590222466355393	HIS
ERR4341758	g__Bacteroides	0.01933388716864282	HIS
ERR4341759	g__Bacteroides	0.08594487850948737	HIS
ERR4341760	g__Bacteroides	0.12079712053375469	HIS
ERR4341761	g__Bacteroides	0.39061805246776343	HIS
ERR4341762	g__Bacteroides	0.09485268015619454	HIS
ERR4341763	g__Bacteroides	0.22186907890715724	HIS
ERR4341764	g__Bacteroides	0.2328379334748761	HIS
ERR4341765	g__Bacteroides	0.07724537213377006	HIS
ERR4341766	g__Bacteroides	0.29258241758241754	HIS
ERR4341767	g__Bacteroides	0.04604330150326177	HIS
ERR4341768	g__Bacteroides	0.2197851387645479	HIS
ERR4341769	g__Bacteroides	0.2867281105990783	HIS
ERR4341770	g__Bacteroides	0.11034198599093527	HIS
ERR4341771	g__Bacteroides	0.08781043193624134	HIS
ERR4341772	g__Bacteroides	0.31227436823104693	HIS
ERR4341773	g__Bacteroides	0.09586747731077624	HIS
ERR4341774	g__Bacteroides	0.12759806219721828	HIS
ERR4341775	g__Bacteroides	0.22000205994438146	HIS
ERR4341776	g__Bacteroides	0.1996479525662405	HIS
ERR4341777	g__Bacteroides	0.04883136003926136	HIS
ERR4341778	g__Bacteroides	0.11616940237598618	HIS
ERR4341779	g__Bacteroides	0.05374581711397937	HIS
ERR4341780	g__Bacteroides	0.18514140987758546	HIS
ERR4341781	g__Bacteroides	0.055353325244120836	HIS
ERR4341782	g__Bacteroides	0.06567663668688552	HIS
ERR4341783	g__Bacteroides	0.12232081911262796	HIS
ERR4341784	g__Bacteroides	0.11113954281815078	HIS
ERR4341785	g__Bacteroides	0.14898989898989895	HIS
ERR4341786	g__Bacteroides	0.15548204158790166	HIS
ERR4341787	g__Bacteroides	0.0481530343007915	HIS
ERR4341788	g__Bacteroides	0.03543307086614169	HIS
ERR4341789	g__Bacteroides	0.03800741187623888	HIS
ERR4341790	g__Bacteroides	0.15626784112225753	HIS
ERR4341791	g__Bacteroides	0.025190345051028636	HIS
ERR4341792	g__Bacteroides	0.18198542939141948	HIS
ERR4341793	g__Bacteroides	0.2192518804635088	HIS
ERR4341794	g__Bacteroides	0.0757150869321368	HIS
ERR4341795	g__Bacteroides	0.12617992679637835	HIS
ERR4341796	g__Bacteroides	0.05405732985879639	HIS
ERR4341797	g__Bacteroides	0.1580484724086208	HIS
ERR4341798	g__Bacteroides	0.17604630069537422	HIS
ERR4341799	g__Bacteroides	0.18545555350212525	HIS
ERR4341800	g__Bacteroides	0.1853045651887909	HIS
ERR4341801	g__Bacteroides	0.0847963800904977	HIS
ERR4341802	g__Bacteroides	0.026561942163512986	HIS
ERR4341803	g__Bacteroides	0.00105318588730911	HIS
ERR4341804	g__Bacteroides	0.051465867750909444	HIS
ERR4341805	g__Bacteroides	0.22929722470904204	HIS
ERR4341806	g__Bacteroides	0.08271375464684011	HIS
ERR4341807	g__Bacteroides	0.21407124888420023	HIS
ERR4341808	g__Bacteroides	0.0139595866111368	HIS
ERR4341809	g__Bacteroides	0.09337818987445635	HIS
ERR4341810	g__Bacteroides	0.03388721706136331	HIS
ERR4341811	g__Bacteroides	0.10483870967741932	HIS
ERR4341812	g__Bacteroides	0.0838085234093637	HIS
ERR4341813	g__Bacteroides	0.44970189014334644	HIS
ERR4341814	g__Bacteroides	0.09807298955754115	HIS
ERR4341815	g__Bacteroides	0.19825477083673135	HIS
ERR4341816	g__Bacteroides	0.05649341033614687	HIS
ERR4341817	g__Bacteroides	0.1614506627393225	HIS
ERR4341818	g__Bacteroides	0.40805283679477994	HIS
ERR4341819	g__Bacteroides	0.11627906976744184	HIS
ERR4341820	g__Bacteroides	0.03496823147597931	HIS
ERR4341821	g__Bacteroides	0.11227902532250353	HIS
ERR4341822	g__Bacteroides	0.13904034896401307	HIS
ERR4341823	g__Bacteroides	0.2213590874098957	HIS
ERR4341824	g__Bacteroides	0.04166807247208069	HIS
ERR4341825	g__Bacteroides	0.11713644300324266	HIS
ERR4341826	g__Bacteroides	0.2190621814475025	HIS
ERR4341827	g__Bacteroides	0.13669301712779972	HIS
ERR4341828	g__Bacteroides	0.10086569772059405	HIS
ERR4341829	g__Bacteroides	0.18455764075067022	HIS
ERR4341830	g__Bacteroides	0.27539741025371084	HIS
ERR4341831	g__Bacteroides	0.14225868388898583	HIS
ERR4341832	g__Bacteroides	0.10505561172901917	HIS
ERR4341833	g__Bacteroides	0.06990575532985631	HIS
ERR4341834	g__Bacteroides	0.18421879911977362	HIS
ERR4341835	g__Bacteroides	0.26938495017752834	HIS
ERR4341836	g__Bacteroides	0.34056631312639873	HIS
ERR4341837	g__Bacteroides	0.08846109774263775	HIS
ERR4341838	g__Bacteroides	0.15655561739683543	HIS
ERR4341839	g__Bacteroides	0.0659190638712823	HIS
ERR4341840	g__Bacteroides	0.029657356752087496	HIS
ERR4341841	g__Bacteroides	0.17906976744186046	HIS
ERR4341842	g__Bacteroides	0.23460820895522383	HIS
ERR4341843	g__Bacteroides	0.2153482996877228	HIS
ERR4341844	g__Bacteroides	0.12151132926202839	HIS
ERR4341845	g__Bacteroides	0.03528449585231917	HIS
ERR4341846	g__Bacteroides	0.19276790427591056	HIS
ERR4341847	g__Bacteroides	0.03216565722704205	HIS
ERR4341848	g__Bacteroides	0.10671548002841375	HIS
ERR4341849	g__Bacteroides	0.08545243319994833	HIS
ERR4341850	g__Bacteroides	0.05178103465010189	HIS
ERR4341851	g__Bacteroides	0.20446435350391007	HIS
ERR4341852	g__Bacteroides	0.0901316785227788	HIS
ERR4341853	g__Bacteroides	0.06916243654822332	HIS
ERR4341854	g__Bacteroides	0.21031989214364502	HIS
ERR4341855	g__Bacteroides	0.2891177694548481	HIS
ERR4341856	g__Bacteroides	0.027733802403987075	HIS
ERR4341857	g__Bacteroides	0.19733185102834905	HIS
ERR4341858	g__Bacteroides	0.1364705882352941	HIS
