media,condition,species,g,plate,time,strainID,strain,well,time_h,batch,OD,replicate,medium_batch
GMM+LAB,Without mucin,A. muciniphila,C7P5,P5,22,DSM22959,"A. muciniphila
(DSM22959)",C7,22,1,0,3,GMM+LAB
GMM+LAB,Without mucin,A. muciniphila,C7P5,P5,23,DSM22959,"A. muciniphila
(DSM22959)",C7,23,1,0,3,GMM+LAB
GMM+LAB,Without mucin,A. muciniphila,C7P5,P5,24,DSM22959,"A. muciniphila
(DSM22959)",C7,24,1,0,3,GMM+LAB
GMM+LAB,Without mucin,A. muciniphila,C7P5,P5,25,DSM22959,"A. muciniphila
(DSM22959)",C7,25,1,0,3,GMM+LAB
GMM+LAB,Without mucin,A. muciniphila,C7P5,P5,26,DSM22959,"A. muciniphila
(DSM22959)",C7,26,1,0,3,GMM+LAB
GMM+LAB,Without mucin,A. muciniphila,C7P5,P5,27,DSM22959,"A. muciniphila
(DSM22959)",C7,27,1,0,3,GMM+LAB
GMM+LAB,Without mucin,A. muciniphila,C7P5,P5,28,DSM22959,"A. muciniphila
(DSM22959)",C7,28,1,0,3,GMM+LAB
GMM+LAB,Without mucin,A. muciniphila,C7P5,P5,29,DSM22959,"A. muciniphila
(DSM22959)",C7,29,1,0,3,GMM+LAB
GMM+LAB,Without mucin,A. muciniphila,C7P5,P5,30,DSM22959,"A. muciniphila
(DSM22959)",C7,30,1,0,3,GMM+LAB
SB,With mucin,A. muciniphila,G9P5,P5,0.5,DSM22959,"A. muciniphila
(DSM22959)",G9,0.5,1,0,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,1,DSM22959,"A. muciniphila
(DSM22959)",G9,1,1,0,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,2,DSM22959,"A. muciniphila
(DSM22959)",G9,2,1,0.011000000000000001,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,3,DSM22959,"A. muciniphila
(DSM22959)",G9,3,1,0.019000000000000003,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,4,DSM22959,"A. muciniphila
(DSM22959)",G9,4,1,0.02699999999999999,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,5,DSM22959,"A. muciniphila
(DSM22959)",G9,5,1,0.03299999999999999,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,6,DSM22959,"A. muciniphila
(DSM22959)",G9,6,1,0.04,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,7,DSM22959,"A. muciniphila
(DSM22959)",G9,7,1,0.05200000000000001,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,8,DSM22959,"A. muciniphila
(DSM22959)",G9,8,1,0.05800000000000002,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,9,DSM22959,"A. muciniphila
(DSM22959)",G9,9,1,0.07099999999999997,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,10,DSM22959,"A. muciniphila
(DSM22959)",G9,10,1,0.096,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,11,DSM22959,"A. muciniphila
(DSM22959)",G9,11,1,0.13,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,12,DSM22959,"A. muciniphila
(DSM22959)",G9,12,1,0.185,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,13,DSM22959,"A. muciniphila
(DSM22959)",G9,13,1,0.244,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,14,DSM22959,"A. muciniphila
(DSM22959)",G9,14,1,0.31,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,15,DSM22959,"A. muciniphila
(DSM22959)",G9,15,1,0.39,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,16,DSM22959,"A. muciniphila
(DSM22959)",G9,16,1,0.46799999999999997,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,17,DSM22959,"A. muciniphila
(DSM22959)",G9,17,1,0.55,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,18,DSM22959,"A. muciniphila
(DSM22959)",G9,18,1,0.597,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,19,DSM22959,"A. muciniphila
(DSM22959)",G9,19,1,0.6499999999999999,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,20,DSM22959,"A. muciniphila
(DSM22959)",G9,20,1,0.6990000000000001,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,21,DSM22959,"A. muciniphila
(DSM22959)",G9,21,1,0.7409999999999999,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,22,DSM22959,"A. muciniphila
(DSM22959)",G9,22,1,0.7729999999999998,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,23,DSM22959,"A. muciniphila
(DSM22959)",G9,23,1,0.7949999999999998,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,24,DSM22959,"A. muciniphila
(DSM22959)",G9,24,1,0.827,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,25,DSM22959,"A. muciniphila
(DSM22959)",G9,25,1,0.8639999999999999,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,26,DSM22959,"A. muciniphila
(DSM22959)",G9,26,1,0.891,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,27,DSM22959,"A. muciniphila
(DSM22959)",G9,27,1,0.894,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,28,DSM22959,"A. muciniphila
(DSM22959)",G9,28,1,0.873,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,29,DSM22959,"A. muciniphila
(DSM22959)",G9,29,1,0.854,3,SB
SB,With mucin,A. muciniphila,G9P5,P5,30,DSM22959,"A. muciniphila
(DSM22959)",G9,30,1,0.86,3,SB
SB,With mucin,A. muciniphila,G8P5,P5,0.5,DSM22959,"A. muciniphila
(DSM22959)",G8,0.5,1,0,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,1,DSM22959,"A. muciniphila
(DSM22959)",G8,1,1,0,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,2,DSM22959,"A. muciniphila
(DSM22959)",G8,2,1,0.011000000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,3,DSM22959,"A. muciniphila
(DSM22959)",G8,3,1,0.02000000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,4,DSM22959,"A. muciniphila
(DSM22959)",G8,4,1,0.02700000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,5,DSM22959,"A. muciniphila
(DSM22959)",G8,5,1,0.034000000000000016,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,6,DSM22959,"A. muciniphila
(DSM22959)",G8,6,1,0.040000000000000015,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,7,DSM22959,"A. muciniphila
(DSM22959)",G8,7,1,0.04800000000000003,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,8,DSM22959,"A. muciniphila
(DSM22959)",G8,8,1,0.05600000000000004,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,9,DSM22959,"A. muciniphila
(DSM22959)",G8,9,1,0.06899999999999999,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,10,DSM22959,"A. muciniphila
(DSM22959)",G8,10,1,0.09000000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,11,DSM22959,"A. muciniphila
(DSM22959)",G8,11,1,0.11900000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,12,DSM22959,"A. muciniphila
(DSM22959)",G8,12,1,0.16799999999999998,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,13,DSM22959,"A. muciniphila
(DSM22959)",G8,13,1,0.224,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,14,DSM22959,"A. muciniphila
(DSM22959)",G8,14,1,0.29,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,15,DSM22959,"A. muciniphila
(DSM22959)",G8,15,1,0.358,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,16,DSM22959,"A. muciniphila
(DSM22959)",G8,16,1,0.4340000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,17,DSM22959,"A. muciniphila
(DSM22959)",G8,17,1,0.517,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,18,DSM22959,"A. muciniphila
(DSM22959)",G8,18,1,0.5760000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,19,DSM22959,"A. muciniphila
(DSM22959)",G8,19,1,0.629,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,20,DSM22959,"A. muciniphila
(DSM22959)",G8,20,1,0.685,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,21,DSM22959,"A. muciniphila
(DSM22959)",G8,21,1,0.739,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,22,DSM22959,"A. muciniphila
(DSM22959)",G8,22,1,0.784,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,23,DSM22959,"A. muciniphila
(DSM22959)",G8,23,1,0.8360000000000002,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,24,DSM22959,"A. muciniphila
(DSM22959)",G8,24,1,0.8500000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,25,DSM22959,"A. muciniphila
(DSM22959)",G8,25,1,0.8720000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,26,DSM22959,"A. muciniphila
(DSM22959)",G8,26,1,0.8740000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,27,DSM22959,"A. muciniphila
(DSM22959)",G8,27,1,0.8500000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,28,DSM22959,"A. muciniphila
(DSM22959)",G8,28,1,0.8440000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,29,DSM22959,"A. muciniphila
(DSM22959)",G8,29,1,0.8440000000000001,2,SB
SB,With mucin,A. muciniphila,G8P5,P5,30,DSM22959,"A. muciniphila
(DSM22959)",G8,30,1,0.843,2,SB
SB,With mucin,A. muciniphila,G7P5,P5,0.5,DSM22959,"A. muciniphila
(DSM22959)",G7,0.5,1,0,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,1,DSM22959,"A. muciniphila
(DSM22959)",G7,1,1,0.004,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,2,DSM22959,"A. muciniphila
(DSM22959)",G7,2,1,0.016,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,3,DSM22959,"A. muciniphila
(DSM22959)",G7,3,1,0.025999999999999995,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,4,DSM22959,"A. muciniphila
(DSM22959)",G7,4,1,0.03699999999999997,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,5,DSM22959,"A. muciniphila
(DSM22959)",G7,5,1,0.04399999999999997,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,6,DSM22959,"A. muciniphila
(DSM22959)",G7,6,1,0.050999999999999976,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,7,DSM22959,"A. muciniphila
(DSM22959)",G7,7,1,0.060000000000000005,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,8,DSM22959,"A. muciniphila
(DSM22959)",G7,8,1,0.06499999999999999,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,9,DSM22959,"A. muciniphila
(DSM22959)",G7,9,1,0.07900000000000001,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,10,DSM22959,"A. muciniphila
(DSM22959)",G7,10,1,0.096,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,11,DSM22959,"A. muciniphila
(DSM22959)",G7,11,1,0.12400000000000001,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,12,DSM22959,"A. muciniphila
(DSM22959)",G7,12,1,0.174,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,13,DSM22959,"A. muciniphila
(DSM22959)",G7,13,1,0.22599999999999998,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,14,DSM22959,"A. muciniphila
(DSM22959)",G7,14,1,0.291,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,15,DSM22959,"A. muciniphila
(DSM22959)",G7,15,1,0.358,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,16,DSM22959,"A. muciniphila
(DSM22959)",G7,16,1,0.4370000000000001,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,17,DSM22959,"A. muciniphila
(DSM22959)",G7,17,1,0.515,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,18,DSM22959,"A. muciniphila
(DSM22959)",G7,18,1,0.582,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,19,DSM22959,"A. muciniphila
(DSM22959)",G7,19,1,0.635,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,20,DSM22959,"A. muciniphila
(DSM22959)",G7,20,1,0.683,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,21,DSM22959,"A. muciniphila
(DSM22959)",G7,21,1,0.719,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,22,DSM22959,"A. muciniphila
(DSM22959)",G7,22,1,0.758,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,23,DSM22959,"A. muciniphila
(DSM22959)",G7,23,1,0.7999999999999999,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,24,DSM22959,"A. muciniphila
(DSM22959)",G7,24,1,0.8260000000000002,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,25,DSM22959,"A. muciniphila
(DSM22959)",G7,25,1,0.855,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,26,DSM22959,"A. muciniphila
(DSM22959)",G7,26,1,0.8740000000000001,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,27,DSM22959,"A. muciniphila
(DSM22959)",G7,27,1,0.873,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,28,DSM22959,"A. muciniphila
(DSM22959)",G7,28,1,0.869,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,29,DSM22959,"A. muciniphila
(DSM22959)",G7,29,1,0.899,1,SB
SB,With mucin,A. muciniphila,G7P5,P5,30,DSM22959,"A. muciniphila
(DSM22959)",G7,30,1,0.903,1,SB
SB,Without mucin,A. muciniphila,G3P5,P5,0.5,DSM22959,"A. muciniphila
(DSM22959)",G3,0.5,1,0,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,1,DSM22959,"A. muciniphila
(DSM22959)",G3,1,1,1.0408340855860843e-17,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,2,DSM22959,"A. muciniphila
(DSM22959)",G3,2,1,0.011999999999999999,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,3,DSM22959,"A. muciniphila
(DSM22959)",G3,3,1,0.023000000000000007,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,4,DSM22959,"A. muciniphila
(DSM22959)",G3,4,1,0.025999999999999995,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,5,DSM22959,"A. muciniphila
(DSM22959)",G3,5,1,0.03100000000000002,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,6,DSM22959,"A. muciniphila
(DSM22959)",G3,6,1,0.033000000000000015,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,7,DSM22959,"A. muciniphila
(DSM22959)",G3,7,1,0.03500000000000001,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,8,DSM22959,"A. muciniphila
(DSM22959)",G3,8,1,0.03500000000000001,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,9,DSM22959,"A. muciniphila
(DSM22959)",G3,9,1,0.038999999999999986,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,10,DSM22959,"A. muciniphila
(DSM22959)",G3,10,1,0.047,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,11,DSM22959,"A. muciniphila
(DSM22959)",G3,11,1,0.06500000000000003,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,12,DSM22959,"A. muciniphila
(DSM22959)",G3,12,1,0.092,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,13,DSM22959,"A. muciniphila
(DSM22959)",G3,13,1,0.13899999999999998,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,14,DSM22959,"A. muciniphila
(DSM22959)",G3,14,1,0.20299999999999999,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,15,DSM22959,"A. muciniphila
(DSM22959)",G3,15,1,0.289,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,16,DSM22959,"A. muciniphila
(DSM22959)",G3,16,1,0.3969999999999999,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,17,DSM22959,"A. muciniphila
(DSM22959)",G3,17,1,0.512,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,18,DSM22959,"A. muciniphila
(DSM22959)",G3,18,1,0.611,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,19,DSM22959,"A. muciniphila
(DSM22959)",G3,19,1,0.698,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,20,DSM22959,"A. muciniphila
(DSM22959)",G3,20,1,0.7819999999999998,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,21,DSM22959,"A. muciniphila
(DSM22959)",G3,21,1,0.861,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,22,DSM22959,"A. muciniphila
(DSM22959)",G3,22,1,0.9289999999999999,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,23,DSM22959,"A. muciniphila
(DSM22959)",G3,23,1,0.9969999999999999,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,24,DSM22959,"A. muciniphila
(DSM22959)",G3,24,1,1.064,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,25,DSM22959,"A. muciniphila
(DSM22959)",G3,25,1,1.1199999999999999,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,26,DSM22959,"A. muciniphila
(DSM22959)",G3,26,1,1.165,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,27,DSM22959,"A. muciniphila
(DSM22959)",G3,27,1,1.198,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,28,DSM22959,"A. muciniphila
(DSM22959)",G3,28,1,1.223,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,29,DSM22959,"A. muciniphila
(DSM22959)",G3,29,1,1.232,3,SB
SB,Without mucin,A. muciniphila,G3P5,P5,30,DSM22959,"A. muciniphila
(DSM22959)",G3,30,1,1.235,3,SB
SB,Without mucin,A. muciniphila,G1P5,P5,0.5,DSM22959,"A. muciniphila
(DSM22959)",G1,0.5,1,0,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,1,DSM22959,"A. muciniphila
(DSM22959)",G1,1,1,0,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,2,DSM22959,"A. muciniphila
(DSM22959)",G1,2,1,0.011000000000000001,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,3,DSM22959,"A. muciniphila
(DSM22959)",G1,3,1,0.018999999999999982,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,4,DSM22959,"A. muciniphila
(DSM22959)",G1,4,1,0.019999999999999983,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,5,DSM22959,"A. muciniphila
(DSM22959)",G1,5,1,0.02399999999999998,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,6,DSM22959,"A. muciniphila
(DSM22959)",G1,6,1,0.02299999999999998,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,7,DSM22959,"A. muciniphila
(DSM22959)",G1,7,1,0.02699999999999999,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,8,DSM22959,"A. muciniphila
(DSM22959)",G1,8,1,0.02499999999999998,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,9,DSM22959,"A. muciniphila
(DSM22959)",G1,9,1,0.02299999999999998,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,10,DSM22959,"A. muciniphila
(DSM22959)",G1,10,1,0.02799999999999999,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,11,DSM22959,"A. muciniphila
(DSM22959)",G1,11,1,0.03199999999999999,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,12,DSM22959,"A. muciniphila
(DSM22959)",G1,12,1,0.05900000000000002,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,13,DSM22959,"A. muciniphila
(DSM22959)",G1,13,1,0.10400000000000001,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,14,DSM22959,"A. muciniphila
(DSM22959)",G1,14,1,0.17099999999999999,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,15,DSM22959,"A. muciniphila
(DSM22959)",G1,15,1,0.255,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,16,DSM22959,"A. muciniphila
(DSM22959)",G1,16,1,0.36,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,17,DSM22959,"A. muciniphila
(DSM22959)",G1,17,1,0.48,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,18,DSM22959,"A. muciniphila
(DSM22959)",G1,18,1,0.5820000000000001,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,19,DSM22959,"A. muciniphila
(DSM22959)",G1,19,1,0.671,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,20,DSM22959,"A. muciniphila
(DSM22959)",G1,20,1,0.758,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,21,DSM22959,"A. muciniphila
(DSM22959)",G1,21,1,0.851,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,22,DSM22959,"A. muciniphila
(DSM22959)",G1,22,1,0.9229999999999999,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,23,DSM22959,"A. muciniphila
(DSM22959)",G1,23,1,0.9969999999999999,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,24,DSM22959,"A. muciniphila
(DSM22959)",G1,24,1,1.066,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,25,DSM22959,"A. muciniphila
(DSM22959)",G1,25,1,1.1219999999999999,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,26,DSM22959,"A. muciniphila
(DSM22959)",G1,26,1,1.165,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,27,DSM22959,"A. muciniphila
(DSM22959)",G1,27,1,1.195,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,28,DSM22959,"A. muciniphila
(DSM22959)",G1,28,1,1.221,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,29,DSM22959,"A. muciniphila
(DSM22959)",G1,29,1,1.231,1,SB
SB,Without mucin,A. muciniphila,G1P5,P5,30,DSM22959,"A. muciniphila
(DSM22959)",G1,30,1,1.238,1,SB
SB,Without mucin,A. muciniphila,G2P5,P5,0.5,DSM22959,"A. muciniphila
(DSM22959)",G2,0.5,1,0,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,1,DSM22959,"A. muciniphila
(DSM22959)",G2,1,1,0.0010000000000000096,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,2,DSM22959,"A. muciniphila
(DSM22959)",G2,2,1,0.00900000000000002,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,3,DSM22959,"A. muciniphila
(DSM22959)",G2,3,1,0.014,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,4,DSM22959,"A. muciniphila
(DSM22959)",G2,4,1,0.02100000000000001,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,5,DSM22959,"A. muciniphila
(DSM22959)",G2,5,1,0.02100000000000001,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,6,DSM22959,"A. muciniphila
(DSM22959)",G2,6,1,0.023000000000000007,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,7,DSM22959,"A. muciniphila
(DSM22959)",G2,7,1,0.023000000000000007,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,8,DSM22959,"A. muciniphila
(DSM22959)",G2,8,1,0.024000000000000007,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,9,DSM22959,"A. muciniphila
(DSM22959)",G2,9,1,0.025,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,10,DSM22959,"A. muciniphila
(DSM22959)",G2,10,1,0.02700000000000001,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,11,DSM22959,"A. muciniphila
(DSM22959)",G2,11,1,0.047,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,12,DSM22959,"A. muciniphila
(DSM22959)",G2,12,1,0.07700000000000004,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,13,DSM22959,"A. muciniphila
(DSM22959)",G2,13,1,0.12200000000000001,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,14,DSM22959,"A. muciniphila
(DSM22959)",G2,14,1,0.188,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,15,DSM22959,"A. muciniphila
(DSM22959)",G2,15,1,0.27499999999999997,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,16,DSM22959,"A. muciniphila
(DSM22959)",G2,16,1,0.381,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,17,DSM22959,"A. muciniphila
(DSM22959)",G2,17,1,0.4969999999999999,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,18,DSM22959,"A. muciniphila
(DSM22959)",G2,18,1,0.595,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,19,DSM22959,"A. muciniphila
(DSM22959)",G2,19,1,0.685,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,20,DSM22959,"A. muciniphila
(DSM22959)",G2,20,1,0.764,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,21,DSM22959,"A. muciniphila
(DSM22959)",G2,21,1,0.844,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,22,DSM22959,"A. muciniphila
(DSM22959)",G2,22,1,0.907,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,23,DSM22959,"A. muciniphila
(DSM22959)",G2,23,1,0.977,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,24,DSM22959,"A. muciniphila
(DSM22959)",G2,24,1,1.044,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,25,DSM22959,"A. muciniphila
(DSM22959)",G2,25,1,1.102,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,26,DSM22959,"A. muciniphila
(DSM22959)",G2,26,1,1.148,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,27,DSM22959,"A. muciniphila
(DSM22959)",G2,27,1,1.18,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,28,DSM22959,"A. muciniphila
(DSM22959)",G2,28,1,1.205,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,29,DSM22959,"A. muciniphila
(DSM22959)",G2,29,1,1.214,2,SB
SB,Without mucin,A. muciniphila,G2P5,P5,30,DSM22959,"A. muciniphila
(DSM22959)",G2,30,1,1.216,2,SB
WCA,With mucin,A. muciniphila,G8P4,P4,0.5,DSM22959,"A. muciniphila
(DSM22959)",G8,0.5,1,0,2,WCA
WCA,With mucin,A. muciniphila,G8P4,P4,1,DSM22959,"A. muciniphila
(DSM22959)",G8,1,1,0,2,WCA
WCA,With mucin,A. muciniphila,G8P4,P4,2,DSM22959,"A. muciniphila
(DSM22959)",G8,2,1,0,2,WCA
WCA,With mucin,A. muciniphila,G8P4,P4,3,DSM22959,"A. muciniphila
(DSM22959)",G8,3,1,0.013,2,WCA
WCA,With mucin,A. muciniphila,G8P4,P4,4,DSM22959,"A. muciniphila
(DSM22959)",G8,4,1,0.02699999999999999,2,WCA
WCA,With mucin,A. muciniphila,G8P4,P4,5,DSM22959,"A. muciniphila
(DSM22959)",G8,5,1,0.038,2,WCA
WCA,With mucin,A. muciniphila,G8P4,P4,6,DSM22959,"A. muciniphila
(DSM22959)",G8,6,1,0.05200000000000001,2,WCA
WCA,With mucin,A. muciniphila,G8P4,P4,7,DSM22959,"A. muciniphila
(DSM22959)",G8,7,1,0.07200000000000002,2,WCA
WCA,With mucin,A. muciniphila,G8P4,P4,8,DSM22959,"A. muciniphila
(DSM22959)",G8,8,1,0.093,2,WCA
